dataset,image_number,image_name,bndbox,labels,img_shape
Porosity,682,6054-000174-1.jpg,"[[1610, 368, 1762, 396], [2955, 459, 3221, 503], [2665, 456, 2726, 491]]","[0, 2, 2]","['4997', '1299']"
Porosity,1639,h51-2.jpg,"[[416, 183, 480, 210]]",[2],"['2915', '616']"
Others,457,j23-3.jpg,"[[560, 180, 785, 259]]",[0],"['2962', '405']"
Porosity,2056,s73-3.jpg,"[[1126, 274, 1141, 290], [911, 254, 944, 283]]","[1, 1]","['1808', '427']"
Others,306,j14-2.jpg,"[[4439, 383, 4474, 405], [963, 317, 995, 344], [304, 321, 603, 376], [3034, 253, 3097, 286], [3903, 335, 3922, 358], [4584, 378, 4772, 424], [3619, 319, 3820, 359]]","[1, 1, 2, 2, 1, 2, 2]","['4933', '683']"
Others,629,j84-1.jpg,"[[1697, 212, 1955, 243]]",[2],"['2780', '371']"
Porosity,911,6054-012073-1.jpg,"[[851, 235, 874, 254]]",[1],"['3049', '840']"
Others,320,j150-1.jpg,"[[1919, 241, 2012, 270]]",[2],"['2811', '353']"
Porosity,1396,h195-3.jpg,"[[759, 182, 789, 212]]",[1],"['1310', '451']"
Porosity,1175,h128-1.jpg,"[[668, 376, 697, 405]]",[1],"['2278', '704']"
Others,656,j92-3.jpg,"[[1400, 230, 1501, 260]]",[2],"['2938', '549']"
Porosity,1612,h42-3.jpg,[],[],"['2317', '459']"
Others,133,6054-029725-1.jpg,"[[723, 379, 812, 420]]",[0],"['1503', '791']"
Porosity,1890,s135-3.jpg,"[[799, 149, 822, 174]]",[1],"['1372', '389']"
Porosity,1900,s139-1.jpg,"[[926, 144, 959, 171]]",[1],"['1974', '306']"
Porosity,1204,h136-2.jpg,[],[],"['1447', '377']"
Porosity,1973,s4-2.jpg,"[[316, 180, 358, 210]]",[1],"['1779', '515']"
Porosity,1161,h123-2.jpg,"[[706, 201, 734, 230]]",[1],"['2914', '469']"
Porosity,1720,h76-3.jpg,"[[250, 205, 350, 234], [840, 150, 954, 181], [1559, 118, 1588, 138], [2421, 131, 2594, 183]]","[2, 2, 1, 2]","['2907', '458']"
Porosity,1186,h131-1.jpg,"[[837, 220, 865, 246]]",[1],"['1307', '451']"
Porosity,805,6054-003694-1.jpg,"[[2299, 200, 2324, 222]]",[1],"['3049', '815']"
Others,321,j150-2.jpg,"[[795, 82, 894, 111]]",[2],"['2811', '353']"
Others,518,j47-1.jpg,"[[157, 181, 329, 222], [510, 217, 593, 241], [606, 230, 675, 252], [697, 236, 842, 269], [969, 255, 1128, 279], [1656, 273, 1744, 300], [1777, 266, 1865, 290], [1888, 269, 2016, 299], [2051, 277, 2157, 298], [2229, 274, 2373, 299], [2491, 265, 2578, 295], [2617, 265, 2760, 296], [2834, 297, 2896, 316]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","['2944', '455']"
Porosity,2067,s77-2.jpg,"[[788, 393, 825, 431]]",[1],"['2569', '698']"
Others,469,j29-3.jpg,"[[2341, 241, 2369, 275], [2196, 264, 2234, 288], [2274, 270, 2324, 290], [1648, 285, 1692, 306], [2417, 303, 3297, 360], [3315, 308, 3926, 381]]","[1, 1, 2, 1, 2, 2]","['4741', '706']"
Others,596,j7-1.jpg,"[[655, 170, 801, 202]]",[2],"['2329', '392']"
Porosity,2070,s78-2.jpg,"[[838, 349, 868, 382]]",[1],"['2322', '688']"
Porosity,963,6054-022056-1.jpg,"[[717, 240, 750, 267], [650, 221, 666, 239]]","[1, 1]","['1534', '822']"
Porosity,1815,s108-1.jpg,"[[1402, 279, 1473, 300]]",[2],"['2726', '535']"
Others,377,j167-1.jpg,"[[1004, 196, 1504, 241]]",[2],"['2805', '441']"
Porosity,1712,h74-1.jpg,"[[405, 373, 454, 418]]",[1],"['2279', '682']"
Porosity,1830,s112-1.jpg,"[[203, 100, 222, 117]]",[1],"['1544', '316']"
Porosity,886,6054-009777-1.jpg,"[[1065, 172, 1097, 199]]",[1],"['1503', '816']"
Others,580,j65-3.jpg,"[[36, 229, 293, 261], [315, 223, 377, 244], [416, 203, 694, 232], [701, 200, 830, 231], [842, 203, 883, 223], [921, 194, 1033, 222], [1074, 192, 1258, 218], [1273, 181, 1366, 211], [1492, 180, 1594, 206], [1708, 178, 1772, 199], [2067, 168, 2136, 194], [1860, 169, 1965, 194], [2243, 161, 2311, 185], [2160, 166, 2214, 196], [2326, 161, 2445, 188], [2477, 149, 2568, 176], [2606, 143, 2765, 164], [2794, 136, 2903, 157]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2927', '447']"
Porosity,2003,s54-2.jpg,"[[506, 196, 608, 215]]",[2],"['1623', '458']"
Others,362,j162-2.jpg,"[[3052, 331, 3411, 392]]",[2],"['4653', '715']"
Others,609,j74-2.jpg,"[[520, 241, 568, 265]]",[2],"['2916', '509']"
Others,467,j29-1.jpg,"[[2387, 327, 3594, 426], [3592, 333, 3906, 393], [1652, 400, 1686, 421], [2283, 410, 2324, 439], [2336, 435, 2365, 461]]","[2, 2, 1, 1, 1]","['4741', '706']"
Slag,2235,s28-3.jpg,"[[179, 278, 231, 317]]",[1],"['1517', '490']"
Others,59,6054-003055-2.jpg,"[[882, 240, 1043, 277], [1071, 260, 1493, 299], [1670, 201, 2590, 255]]","[2, 2, 2]","['3035', '805']"
Others,32,6054-002719-1.jpg,"[[1275, 399, 1399, 460]]",[0],"['2517', '1419']"
Porosity,1375,h189-2.jpg,"[[486, 226, 523, 261]]",[1],"['2493', '478']"
Others,574,j63-3.jpg,"[[359, 221, 430, 246], [459, 227, 536, 253], [573, 207, 643, 234], [713, 199, 843, 228], [874, 190, 928, 215], [999, 176, 1111, 203], [1127, 154, 1355, 189], [1416, 156, 1493, 174], [1752, 136, 1986, 161], [2017, 128, 2057, 155], [2113, 132, 2374, 164], [2441, 149, 2501, 167], [2604, 150, 2709, 179], [2723, 166, 2819, 190]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2952', '435']"
Porosity,1513,h23-3.jpg,"[[303, 246, 340, 274]]",[1],"['2959', '519']"
Porosity,1052,6054-040136-1.jpg,"[[1232, 163, 1251, 180]]",[1],"['2147', '806']"
Porosity,1654,h56-2.jpg,"[[427, 135, 448, 153], [760, 196, 775, 210]]","[1, 1]","['1171', '366']"
Others,424,j181-2.jpg,"[[977, 161, 994, 182], [1095, 137, 1106, 152]]","[1, 1]","['1463', '255']"
Others,159,6054-038668-R1-1-1.jpg,"[[823, 461, 956, 500]]",[2],"['1841', '807']"
Porosity,1646,h53-3.jpg,"[[1221, 110, 1249, 137]]",[1],"['1964', '452']"
Porosity,1230,h144-1.jpg,"[[1321, 317, 1348, 341]]",[1],"['2834', '483']"
Others,102,6054-011435-A1-1-1-1.jpg,"[[2820, 129, 2855, 162], [1953, 236, 2044, 265], [640, 310, 764, 348]]","[1, 2, 2]","['3062', '834']"
Others,175,j10-2.jpg,"[[104, 169, 492, 224], [1272, 224, 1637, 278]]","[2, 2]","['3005', '421']"
Porosity,1782,h96-2.jpg,"[[2440, 221, 2475, 251]]",[1],"['2937', '459']"
Porosity,1151,h120-3.jpg,"[[676, 204, 710, 224]]",[1],"['2917', '480']"
Porosity,1709,h73-1.jpg,"[[1429, 694, 1498, 750]]",[1],"['2391', '934']"
Others,372,j165-2.jpg,"[[719, 395, 1002, 475]]",[2],"['4027', '771']"
Porosity,1938,s27-1.jpg,"[[2061, 176, 2096, 207]]",[1],"['2924', '361']"
Porosity,1985,s46-1.jpg,"[[200, 172, 248, 214]]",[1],"['1638', '400']"
Porosity,1194,h133-1.jpg,"[[1098, 156, 1141, 178]]",[1],"['1816', '351']"
Porosity,1871,s130-2.jpg,"[[884, 203, 907, 224]]",[1],"['1435', '489']"
Others,285,j135-2.jpg,"[[151, 162, 450, 194]]",[2],"['1302', '367']"
Porosity,1392,h194-2.jpg,"[[343, 241, 768, 271]]",[2],"['1336', '453']"
Porosity,1951,s34-2.jpg,"[[476, 90, 503, 115]]",[1],"['1429', '330']"
Porosity,1550,h244-1.jpg,"[[541, 300, 584, 318], [1364, 297, 1427, 311], [2648, 222, 2667, 239]]","[2, 2, 1]","['2861', '452']"
Porosity,1290,h-16-3.jpg,"[[1808, 194, 1835, 224]]",[1],"['2927', '504']"
Others,375,j166-2.jpg,"[[804, 174, 966, 214], [1018, 185, 1162, 214], [681, 160, 775, 188]]","[0, 0, 2]","['1457', '385']"
Slag,2152,6054-002837-A1-2-2.jpg,"[[815, 270, 898, 296], [518, 268, 578, 291]]","[2, 2]","['3054', '849']"
Porosity,1574,h31-1.jpg,"[[666, 291, 695, 317]]",[1],"['2097', '502']"
Porosity,1728,h79-2.jpg,"[[954, 216, 983, 241]]",[1],"['2894', '504']"
Porosity,2081,s81-3.jpg,"[[1669, 231, 1693, 256]]",[1],"['1992', '394']"
Porosity,1466,h217-3.jpg,"[[2211, 165, 2228, 183], [2292, 166, 2313, 182]]","[1, 1]","['2925', '465']"
Others,211,j112-2.jpg,"[[1751, 274, 1895, 306]]",[2],"['2913', '461']"
Porosity,1278,h159-3.jpg,"[[1085, 250, 1120, 282]]",[1],"['2960', '520']"
Porosity,1203,h136-1.jpg,[],[],"['1600', '388']"
Porosity,1158,h122-3.jpg,"[[601, 212, 631, 240], [547, 218, 565, 232], [509, 217, 527, 233], [2078, 203, 2155, 224], [1556, 174, 1585, 205]]","[1, 1, 1, 2, 1]","['2946', '433']"
Others,289,j136-3.jpg,"[[298, 80, 402, 102], [1120, 53, 1140, 75]]","[2, 1]","['1418', '304']"
Porosity,1934,s25-3.jpg,"[[2049, 180, 2088, 209]]",[1],"['3005', '432']"
Others,210,j112-1.jpg,"[[1014, 152, 1080, 176], [1096, 156, 1167, 179], [2426, 189, 2860, 226]]","[2, 2, 2]","['2913', '461']"
Slag,2165,6054-008451-1.jpg,[],[],"['3016', '823']"
Others,441,j186-2.jpg,"[[825, 183, 960, 212]]",[2],"['1681', '444']"
Porosity,1721,h77-1.jpg,"[[663, 224, 700, 241]]",[2],"['2864', '454']"
Porosity,885,6054-009650-1.jpg,"[[1584, 338, 1632, 380]]",[1],"['2996', '823']"
Others,338,j155-1.jpg,"[[1726, 222, 1917, 254], [1546, 227, 1670, 248]]","[2, 2]","['2446', '384']"
Porosity,1879,s132-2.jpg,"[[1443, 119, 1472, 143]]",[1],"['2106', '376']"
Slag,2149,6054-002828-2.jpg,"[[2636, 265, 2969, 314], [270, 271, 453, 303], [808, 261, 1031, 296]]","[2, 2, 2]","['3028', '802']"
Others,27,6054-002326-1.jpg,"[[1436, 322, 1586, 383]]",[2],"['2537', '1399']"
Porosity,1637,h-5-1.jpg,"[[3104, 374, 3144, 409]]",[1],"['4638', '755']"
Porosity,1607,h41-2.jpg,"[[1300, 158, 1322, 181]]",[1],"['2340', '461']"
Porosity,696,6054-000935-2.jpg,"[[2590, 170, 2619, 196], [2626, 166, 2640, 179]]","[1, 1]","['2934', '817']"
Others,653,j91-3.jpg,"[[971, 226, 1299, 271], [665, 235, 839, 270]]","[2, 2]","['2888', '444']"
Others,399,j173-2.jpg,"[[2176, 288, 2213, 321], [2458, 321, 2493, 361], [2261, 311, 2430, 348]]","[1, 1, 2]","['3692', '737']"
Slag,2211,s2-1.jpg,"[[2065, 251, 2210, 289]]",[2],"['3052', '510']"
Porosity,1828,s111-3.jpg,"[[1036, 181, 1062, 204]]",[1],"['1443', '355']"
Slag,2162,6054-007967-1.jpg,"[[842, 226, 923, 270]]",[2],"['1489', '792']"
Others,103,6054-011435-R1-1.jpg,"[[726, 278, 1044, 338]]",[2],"['3016', '792']"
Porosity,1948,s33-2.jpg,"[[1262, 244, 1286, 268], [749, 178, 767, 193], [1060, 250, 1084, 270]]","[1, 1, 1]","['1941', '493']"
Porosity,1331,h175-2.jpg,"[[1170, 186, 1193, 211], [2655, 188, 2684, 216]]","[1, 1]","['2890', '456']"
Porosity,1560,h26-2.jpg,"[[3683, 294, 3723, 327], [2726, 274, 2757, 300], [1570, 283, 1599, 309]]","[1, 1, 1]","['4901', '658']"
Porosity,1940,s30-1.jpg,"[[629, 73, 670, 103]]",[1],"['1552', '318']"
Porosity,980,6054-023453-2.jpg,"[[1055, 205, 1081, 230]]",[1],"['2043', '811']"
Others,339,j155-2.jpg,"[[545, 118, 769, 160], [778, 124, 898, 149]]","[2, 2]","['2446', '384']"
Porosity,1621,h45-2.jpg,"[[1373, 220, 1393, 242], [1403, 172, 1418, 188]]","[1, 1]","['2824', '433']"
Others,62,6054-003094-A1R1-1.jpg,"[[1728, 220, 2178, 260], [1073, 247, 1205, 273], [360, 222, 832, 269]]","[2, 2, 2]","['3062', '884']"
Porosity,1990,s47-3.jpg,"[[466, 193, 585, 223]]",[2],"['1957', '378']"
Porosity,1234,h145-2.jpg,"[[1072, 133, 1113, 174]]",[1],"['2777', '409']"
Porosity,1243,h149-1.jpg,"[[2414, 301, 2466, 317]]",[2],"['2954', '447']"
Porosity,1083,h100-3.jpg,"[[234, 188, 263, 210], [423, 173, 444, 192], [631, 161, 658, 186]]","[1, 1, 1]","['2903', '460']"
Slag,2206,s19-2.jpg,"[[1757, 170, 2000, 216], [1266, 180, 1429, 219], [975, 191, 1036, 220]]","[2, 2, 2]","['2724', '520']"
Others,191,j106-3.jpg,"[[1448, 148, 1603, 175]]",[2],"['2919', '413']"
Porosity,2005,s55-1.jpg,"[[1177, 221, 1212, 248]]",[1],"['1562', '483']"
Porosity,1343,h179-2.jpg,"[[1269, 282, 1309, 319]]",[1],"['2244', '778']"
Others,635,j86-1.jpg,"[[948, 262, 978, 292], [1488, 299, 1516, 327]]","[2, 2]","['2819', '449']"
Porosity,778,6054-003052-1.jpg,"[[1094, 194, 1128, 220], [687, 183, 701, 198]]","[1, 1]","['1526', '823']"
Porosity,1554,h245-2.jpg,"[[1461, 186, 1494, 221]]",[1],"['2844', '454']"
Porosity,1447,h211-1.jpg,"[[973, 304, 992, 323]]",[1],"['2474', '436']"
Others,510,j44-2.jpg,"[[604, 259, 676, 288], [766, 236, 999, 270], [1045, 202, 1290, 245], [1890, 201, 2220, 225], [2250, 200, 2295, 228], [2393, 209, 2538, 231], [2853, 224, 2875, 243]]","[2, 2, 2, 2, 2, 2, 1]","['2995', '518']"
Porosity,2127,s95-3.jpg,"[[897, 198, 936, 233], [1160, 198, 1179, 216], [1160, 137, 1176, 154], [1175, 155, 1191, 169]]","[1, 1, 1, 1]","['1584', '412']"
Porosity,1500,h227-3.jpg,"[[1928, 202, 1953, 226]]",[1],"['2890', '547']"
Porosity,1834,s113-2.jpg,"[[733, 125, 755, 142]]",[1],"['2597', '426']"
Porosity,1895,s137-2.jpg,"[[766, 217, 793, 242]]",[1],"['2194', '386']"
Porosity,1746,h84-2.jpg,"[[1582, 229, 1605, 254]]",[1],"['2949', '513']"
Porosity,1495,h226-1.jpg,"[[901, 166, 934, 191]]",[1],"['2430', '454']"
Others,63,6054-003113-1.jpg,"[[227, 197, 510, 258], [526, 223, 806, 286], [1889, 401, 1998, 447]]","[2, 2, 2]","['3028', '852']"
Others,71,6054-004232-1.jpg,"[[1787, 244, 1873, 267]]",[2],"['2972', '837']"
Porosity,1446,h21-1.jpg,"[[2148, 451, 2182, 482]]",[1],"['4193', '829']"
Porosity,859,6054-007612-1.jpg,"[[2427, 268, 2451, 289]]",[1],"['3034', '789']"
Porosity,1155,h121-3.jpg,"[[2385, 229, 2420, 259]]",[1],"['2951', '488']"
Porosity,1803,s104-1.jpg,"[[947, 262, 988, 289]]",[1],"['2271', '478']"
Porosity,1991,s48-1.jpg,"[[794, 355, 839, 389]]",[1],"['2874', '780']"
Others,545,j55-1.jpg,"[[1066, 165, 1194, 193], [905, 207, 925, 225]]","[0, 1]","['2946', '421']"
Others,663,j95-1.jpg,"[[280, 157, 516, 204]]",[2],"['2934', '374']"
Others,231,j118-3.jpg,"[[1370, 220, 1450, 249]]",[2],"['2919', '476']"
Porosity,1454,h21-3.jpg,"[[2151, 347, 2183, 380]]",[1],"['4193', '828']"
Porosity,1765,h91-2.jpg,"[[2266, 244, 2287, 263]]",[1],"['2321', '314']"
Porosity,1414,h201-2.jpg,"[[1339, 210, 1376, 246], [1296, 164, 1334, 192]]","[1, 1]","['2536', '509']"
Others,427,j182-1.jpg,"[[597, 196, 845, 224]]",[2],"['1629', '418']"
Porosity,799,6054-003263-1.jpg,"[[560, 245, 584, 266], [815, 244, 925, 269]]","[1, 2]","['1521', '812']"
Porosity,1399,h196-3.jpg,"[[1228, 191, 1262, 223]]",[1],"['2265', '354']"
Slag,2244,s31-2.jpg,"[[1128, 176, 1546, 230], [1219, 258, 1364, 285], [1371, 260, 1398, 283], [423, 198, 734, 227]]","[2, 2, 1, 2]","['1687', '523']"
Porosity,878,6054-009178-1.jpg,"[[1633, 182, 1665, 209], [2716, 127, 2738, 148]]","[1, 1]","['2992', '813']"
Porosity,1123,h112-1.jpg,"[[705, 379, 748, 406]]",[1],"['1917', '529']"
Others,363,j162-3.jpg,"[[1305, 341, 1608, 390]]",[2],"['4653', '714']"
Porosity,1190,h132-1.jpg,"[[313, 165, 343, 190]]",[1],"['1614', '352']"
Others,106,6054-011698-1.jpg,"[[923, 263, 1837, 335]]",[2],"['3016', '815']"
Porosity,987,6054-023958-1.jpg,"[[765, 325, 775, 334], [861, 285, 873, 298]]","[1, 1]","['1507', '824']"
Others,478,j33-3.jpg,"[[1381, 224, 1603, 250]]",[2],"['2763', '504']"
Porosity,1277,h159-2.jpg,"[[1835, 249, 1865, 273]]",[1],"['2960', '520']"
Slag,2164,6054-008413-1.jpg,"[[648, 249, 706, 292]]",[2],"['3016', '823']"
Porosity,1735,h81-2.jpg,"[[227, 249, 344, 270], [368, 255, 460, 269], [525, 246, 740, 267], [1729, 206, 2044, 228], [813, 245, 982, 261], [77, 254, 181, 275], [1076, 229, 1191, 251]]","[2, 2, 2, 2, 2, 2, 2]","['2252', '492']"
Porosity,1421,h203-1.jpg,"[[1999, 211, 2025, 231]]",[1],"['2953', '485']"
Porosity,1512,h232-1.jpg,[],[],"['1314', '470']"
Porosity,1819,s109-2.jpg,"[[1337, 153, 1356, 170]]",[1],"['1695', '450']"
Others,376,j166-3.jpg,"[[322, 182, 469, 211], [420, 126, 578, 155], [1098, 132, 1244, 165]]","[0, 0, 0]","['1457', '385']"
Others,253,j125-1.jpg,"[[1000, 181, 1019, 201], [1010, 211, 1032, 233]]","[1, 1]","['2934', '496']"
Slag,2258,s4-2.jpg,"[[2074, 222, 2123, 265], [1668, 250, 1753, 278], [1303, 252, 1376, 293], [954, 304, 1020, 337], [1552, 254, 1575, 272]]","[2, 2, 2, 2, 2]","['3036', '558']"
Porosity,1064,6054-042946-1.jpg,"[[707, 316, 728, 339]]",[1],"['1532', '817']"
Porosity,1576,h31-3.jpg,"[[561, 175, 595, 199]]",[1],"['1805', '493']"
Porosity,2097,s86-2.jpg,"[[692, 239, 729, 261]]",[1],"['1810', '511']"
Others,569,j62-2.jpg,"[[221, 264, 338, 296], [371, 264, 548, 297], [862, 235, 1015, 297], [1130, 228, 1255, 255], [1580, 228, 1721, 263], [2014, 241, 2169, 316]]","[2, 2, 0, 2, 2, 0]","['2964', '431']"
Others,455,j23-1.jpg,"[[603, 178, 703, 224]]",[0],"['2962', '406']"
Porosity,2017,s59-1.jpg,"[[1080, 197, 1109, 222]]",[1],"['1497', '436']"
Porosity,1387,h19-3.jpg,"[[2305, 221, 2328, 243], [2278, 226, 2295, 246]]","[1, 1]","['2782', '484']"
Porosity,1515,h233-2.jpg,"[[831, 140, 861, 167]]",[1],"['2355', '357']"
Others,496,j39-3.jpg,"[[1532, 283, 1731, 317], [1765, 285, 1920, 321], [1955, 290, 2145, 315], [763, 245, 840, 281]]","[2, 2, 2, 0]","['4992', '720']"
Porosity,1508,h230-1.jpg,"[[986, 193, 1004, 208]]",[1],"['1333', '482']"
Porosity,1998,s5-2.jpg,"[[979, 205, 1012, 240]]",[1],"['1694', '521']"
Others,86,6054-007547-1.jpg,"[[2379, 287, 2483, 317]]",[2],"['3029', '827']"
Porosity,826,6054-005458-1.jpg,"[[903, 184, 1015, 203]]",[2],"['2532', '811']"
Others,311,j147-1.jpg,"[[739, 277, 929, 308]]",[2],"['2927', '378']"
Porosity,1785,h97-2.jpg,"[[1942, 237, 1974, 271]]",[1],"['2939', '519']"
Slag,2260,s5-1.jpg,"[[2793, 339, 2893, 365], [2178, 341, 2277, 366], [1540, 321, 1730, 356], [1351, 322, 1543, 351], [1047, 298, 1124, 320], [958, 306, 1039, 330], [742, 268, 813, 297], [588, 251, 678, 298], [507, 264, 556, 284], [338, 251, 466, 286]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3032', '503']"
Porosity,1338,h177-3.jpg,"[[1070, 172, 1096, 195]]",[1],"['2898', '537']"
Others,251,j124-2.jpg,"[[2117, 182, 2197, 210], [2231, 253, 2491, 299]]","[2, 2]","['2951', '533']"
Slag,2252,s35-1.jpg,"[[1249, 225, 1428, 249], [1191, 309, 1363, 344], [544, 240, 701, 274], [625, 312, 891, 356], [137, 250, 226, 291], [42, 339, 494, 375]]","[2, 2, 2, 2, 2, 2]","['1690', '548']"
Porosity,1569,h29-3.jpg,"[[2890, 234, 2919, 266]]",[1],"['4535', '870']"
Porosity,807,6054-003873-1.jpg,"[[735, 169, 883, 189]]",[2],"['1633', '803']"
Porosity,1063,6054-042892-1.jpg,"[[865, 217, 880, 233]]",[1],"['2696', '783']"
Porosity,1912,s16-2.jpg,"[[2200, 95, 2214, 113], [1927, 55, 1941, 68]]","[1, 1]","['2650', '390']"
Others,74,6054-005296-R1-1.jpg,"[[1200, 341, 1328, 377]]",[2],"['3062', '823']"
Porosity,1726,h78-3.jpg,"[[107, 220, 137, 246], [197, 227, 423, 248], [458, 223, 535, 244], [914, 197, 997, 222], [2315, 128, 2349, 158], [2601, 127, 2631, 151], [671, 214, 743, 232]]","[1, 2, 2, 2, 1, 1, 2]","['2970', '435']"
Slag,2254,s36-1.jpg,"[[1230, 287, 1508, 347], [1758, 290, 1954, 343], [2407, 258, 2746, 310]]","[2, 2, 2]","['3005', '572']"
Porosity,759,6054-002861-1.jpg,"[[369, 304, 448, 351], [1410, 287, 1539, 325]]","[0, 0]","['3076', '820']"
Porosity,1321,h172-2.jpg,[],[],"['2845', '443']"
Porosity,1664,h60-1.jpg,"[[2158, 341, 2179, 366]]",[1],"['2938', '406']"
Porosity,990,6054-024772-1-1.jpg,"[[625, 159, 647, 178]]",[1],"['1424', '799']"
Porosity,771,6054-003024-A1R1-1.jpg,"[[969, 239, 1003, 261]]",[1],"['3007', '846']"
Porosity,945,6054-018101-1.jpg,"[[1419, 245, 1444, 276]]",[1],"['2999', '801']"
