image_name,x_min,y_min,x_max,y_max,class_name
./data/data_contrast_before/Image/Others/6054-001706-A1-1-2.jpg,1498,374,2096,414,Slag
./data/data_contrast_before/Image/Others/6054-001706-A1-1-2.jpg,1124,380,1168,414,Porosity
./data/data_contrast_before/Image/Others/6054-001806-A1-1.jpg,2789,355,2854,386,Others
./data/data_contrast_before/Image/Others/6054-001806-R1-1.jpg,2131,281,2439,365,Slag
./data/data_contrast_before/Image/Others/6054-001806-R1-1.jpg,164,254,924,316,Slag
./data/data_contrast_before/Image/Others/6054-001901-A1-1.jpg,811,243,896,272,Slag
./data/data_contrast_before/Image/Others/6054-001901-A1-1.jpg,347,208,686,269,Slag
./data/data_contrast_before/Image/Others/6054-001903-1.jpg,2128,511,2723,578,Slag
./data/data_contrast_before/Image/Others/6054-001903-1.jpg,2773,442,3380,506,Slag
./data/data_contrast_before/Image/Others/6054-001903-2.jpg,3101,524,3140,557,Porosity
./data/data_contrast_before/Image/Others/6054-001903-2.jpg,2420,563,2446,593,Porosity
./data/data_contrast_before/Image/Others/6054-001903-2.jpg,2554,545,2589,581,Porosity
./data/data_contrast_before/Image/Others/6054-001903-2.jpg,941,461,2079,548,Slag
./data/data_contrast_before/Image/Others/6054-001906-R1-2.jpg,2257,203,2332,231,Slag
./data/data_contrast_before/Image/Others/6054-001906-R1-2.jpg,872,222,989,248,Slag
./data/data_contrast_before/Image/Others/6054-002315-A1-1-1.jpg,1272,376,1703,435,Slag
./data/data_contrast_before/Image/Others/6054-002315-A1-1-1.jpg,2297,394,2416,450,Others
./data/data_contrast_before/Image/Others/6054-002326-1.jpg,1436,322,1586,383,Slag
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,4182,467,4226,514,Porosity
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,3561,419,3619,472,Porosity
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,3078,430,3159,467,Slag
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,3172,442,3261,472,Slag
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,3288,436,3484,478,Slag
./data/data_contrast_before/Image/Others/6054-002504-2.jpg,3002,433,3067,466,Slag
./data/data_contrast_before/Image/Others/6054-002507-1.jpg,1498,399,1685,460,Others
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,2251,238,2363,276,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,2390,235,2464,276,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,2506,237,2558,267,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,2605,220,2726,259,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,1948,273,2010,297,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,2038,270,2119,297,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,1376,292,1498,321,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,803,312,882,343,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,154,306,279,341,Slag
./data/data_contrast_before/Image/Others/6054-002824-1.jpg,1530,293,1628,322,Slag
./data/data_contrast_before/Image/Others/6054-002824-A1-1.jpg,2074,310,2344,357,Slag
./data/data_contrast_before/Image/Others/6054-002824-A1-1.jpg,2409,318,2567,344,Slag
./data/data_contrast_before/Image/Others/6054-002824-A1-1.jpg,2708,304,2808,330,Slag
./data/data_contrast_before/Image/Others/6054-002824-A1-1.jpg,807,274,1031,317,Slag
./data/data_contrast_before/Image/Others/6054-002824-A1-1.jpg,1085,303,1311,350,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,2675,225,2844,261,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,2161,258,2470,311,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,1861,287,2026,335,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,834,314,950,346,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,972,312,1093,343,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,230,308,367,338,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,407,307,487,336,Slag
./data/data_contrast_before/Image/Others/6054-002836-3.jpg,599,315,755,349,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,2526,229,2625,259,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,2255,230,2354,260,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,1679,230,2207,273,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,1534,248,1637,279,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,509,276,535,302,Porosity
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,742,274,829,304,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,904,267,1022,307,Slag
./data/data_contrast_before/Image/Others/6054-002837-1.jpg,1071,263,1180,292,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,2315,294,2412,324,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,2422,301,2569,327,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,2184,305,2215,335,Porosity
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,907,308,990,337,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,717,307,849,339,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,148,298,283,330,Slag
./data/data_contrast_before/Image/Others/6054-002837-2.jpg,302,300,514,336,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,2617,247,2722,277,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,2750,226,2886,264,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,2925,220,3004,250,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,1933,252,1958,281,Porosity
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,1975,378,1999,406,Porosity
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,1213,324,1326,357,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,363,338,414,368,Slag
./data/data_contrast_before/Image/Others/6054-002837-3.jpg,566,340,776,376,Slag
./data/data_contrast_before/Image/Others/6054-002837-R1-1.jpg,365,284,678,380,Others
./data/data_contrast_before/Image/Others/6054-002837-R1-1.jpg,785,307,1279,358,Slag
./data/data_contrast_before/Image/Others/6054-002848-1.jpg,1774,208,1870,234,Slag
./data/data_contrast_before/Image/Others/6054-002848-1.jpg,2044,249,2063,267,Porosity
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,2360,223,2642,277,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,2705,206,2996,238,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,1419,313,1547,345,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,1763,271,2200,314,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,1179,328,1344,373,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,701,333,932,364,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,149,349,218,384,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,254,346,342,382,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-1.jpg,376,347,535,374,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,2443,228,2615,254,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,2204,247,2257,264,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,2296,245,2379,264,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,1811,250,2144,279,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,1613,258,1744,283,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,1255,247,1522,283,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,874,233,1000,269,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,522,220,758,252,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,113,204,397,237,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-2.jpg,787,224,849,252,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,2766,230,2978,268,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,2608,245,2708,273,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,1995,289,2116,318,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,2277,262,2383,293,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,1409,330,1497,357,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,1529,315,1802,354,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,1876,304,1942,332,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,1165,326,1242,362,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,318,328,389,353,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,430,330,506,363,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,583,325,744,363,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,768,326,804,359,Slag
./data/data_contrast_before/Image/Others/6054-002848-A1-3.jpg,21,322,282,350,Slag
./data/data_contrast_before/Image/Others/6054-002946-2.jpg,1908,350,1989,381,Slag
./data/data_contrast_before/Image/Others/6054-002946-2.jpg,53,282,115,309,Slag
./data/data_contrast_before/Image/Others/6054-002954-1.jpg,2604,81,2623,99,Porosity
./data/data_contrast_before/Image/Others/6054-002954-1.jpg,2072,145,2123,170,Slag
./data/data_contrast_before/Image/Others/6054-002954-1.jpg,277,212,303,234,Porosity
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,2460,225,2532,259,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,2560,220,2648,250,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,1645,286,1878,328,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,1943,263,2125,299,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,2166,252,2337,282,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,2363,245,2425,267,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,1507,301,1588,330,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,942,313,989,345,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,1014,313,1249,344,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,183,287,253,316,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,275,297,398,327,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,423,306,555,327,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,620,313,733,341,Slag
./data/data_contrast_before/Image/Others/6054-003023-1.jpg,772,318,900,343,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,2670,259,2952,289,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,2585,275,2644,304,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1823,301,1911,325,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1955,289,2547,321,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1706,298,1806,331,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1592,308,1686,341,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,832,317,883,350,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,949,320,1104,355,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1200,314,1245,349,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,1398,308,1571,341,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,768,323,802,359,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,537,330,653,361,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,50,355,162,382,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,198,349,373,373,Slag
./data/data_contrast_before/Image/Others/6054-003023-3.jpg,392,339,462,366,Slag
./data/data_contrast_before/Image/Others/6054-003024-A1-1-1.jpg,1883,325,2000,362,Slag
./data/data_contrast_before/Image/Others/6054-003024-A1-1-1.jpg,1406,295,1585,323,Slag
./data/data_contrast_before/Image/Others/6054-003024-A1-1-1.jpg,944,300,1009,330,Slag
./data/data_contrast_before/Image/Others/6054-003024-A1-1-1.jpg,557,324,619,374,Slag
./data/data_contrast_before/Image/Others/6054-003055-1.jpg,2050,203,2217,256,Others
./data/data_contrast_before/Image/Others/6054-003055-1.jpg,1048,209,1710,258,Slag
./data/data_contrast_before/Image/Others/6054-003055-2.jpg,882,240,1043,277,Slag
./data/data_contrast_before/Image/Others/6054-003055-2.jpg,1071,260,1493,299,Slag
./data/data_contrast_before/Image/Others/6054-003055-2.jpg,1670,201,2590,255,Slag
./data/data_contrast_before/Image/Others/6054-003094-2.jpg,1145,262,1391,306,Slag
./data/data_contrast_before/Image/Others/6054-003094-2.jpg,2211,229,2430,266,Slag
./data/data_contrast_before/Image/Others/6054-003094-A1R1-1.jpg,1728,220,2178,260,Slag
./data/data_contrast_before/Image/Others/6054-003094-A1R1-1.jpg,1073,247,1205,273,Slag
./data/data_contrast_before/Image/Others/6054-003094-A1R1-1.jpg,360,222,832,269,Slag
./data/data_contrast_before/Image/Others/6054-003113-1.jpg,227,197,510,258,Slag
./data/data_contrast_before/Image/Others/6054-003113-1.jpg,526,223,806,286,Slag
./data/data_contrast_before/Image/Others/6054-003113-1.jpg,1889,401,1998,447,Slag
./data/data_contrast_before/Image/Others/6054-003175-2.jpg,569,263,614,290,Slag
./data/data_contrast_before/Image/Others/6054-003176-1.jpg,1103,230,1182,262,Slag
./data/data_contrast_before/Image/Others/6054-003176-1.jpg,1294,225,1335,262,Slag
./data/data_contrast_before/Image/Others/6054-003263-1.jpg,772,301,886,325,Slag
./data/data_contrast_before/Image/Others/6054-003263-1.jpg,522,290,560,323,Slag
./data/data_contrast_before/Image/Others/6054-003270-1.jpg,1247,400,1420,458,Slag
./data/data_contrast_before/Image/Others/6054-004005-1.jpg,2116,196,2177,234,Slag
./data/data_contrast_before/Image/Others/6054-004005-1.jpg,443,274,607,304,Slag
./data/data_contrast_before/Image/Others/6054-004146-2.jpg,973,268,1218,302,Slag
./data/data_contrast_before/Image/Others/6054-004232-1.jpg,1787,244,1873,267,Slag
./data/data_contrast_before/Image/Others/6054-004333-1-1.jpg,1195,270,1350,304,Slag
./data/data_contrast_before/Image/Others/6054-004333-1-1.jpg,1696,273,1855,316,Slag
./data/data_contrast_before/Image/Others/6054-004333-1-1.jpg,120,285,174,333,Porosity
./data/data_contrast_before/Image/Others/6054-005458-1.jpg,1218,183,1341,212,Slag
./data/data_contrast_before/Image/Others/6054-005972-1.jpg,2140,290,2332,328,Slag
./data/data_contrast_before/Image/Others/6054-006071-R1-1.jpg,1644,185,2046,228,Others
./data/data_contrast_before/Image/Others/6054-006071-R1-1.jpg,1426,181,1461,242,Slag
./data/data_contrast_before/Image/Others/6054-006071-R1-1.jpg,1604,173,1633,227,Slag
./data/data_contrast_before/Image/Others/6054-006071-R1-1.jpg,2118,168,2151,237,Slag
./data/data_contrast_before/Image/Others/6054-006186-1.jpg,336,298,497,358,Slag
./data/data_contrast_before/Image/Others/6054-006186-1.jpg,1471,306,1576,328,Slag
./data/data_contrast_before/Image/Others/6054-006186-1.jpg,1126,346,1366,383,Slag
./data/data_contrast_before/Image/Others/6054-006186-2.jpg,577,319,689,354,Slag
./data/data_contrast_before/Image/Others/6054-006186-2.jpg,819,324,1101,370,Slag
./data/data_contrast_before/Image/Others/6054-006186-2.jpg,1371,322,1879,380,Slag
./data/data_contrast_before/Image/Others/6054-006186-2.jpg,1917,315,2176,365,Slag
./data/data_contrast_before/Image/Others/6054-006329-1.jpg,465,245,693,276,Slag
./data/data_contrast_before/Image/Others/6054-006329-2.jpg,2430,241,2664,269,Slag
./data/data_contrast_before/Image/Others/6054-006329-2.jpg,224,121,464,177,Slag
./data/data_contrast_before/Image/Others/6054-006879-1.jpg,1680,185,1789,220,Slag
./data/data_contrast_before/Image/Others/6054-007205-1.jpg,1822,522,1935,577,Slag
./data/data_contrast_before/Image/Others/6054-007205-2.jpg,702,418,802,469,Slag
./data/data_contrast_before/Image/Others/6054-007207-1.jpg,1041,528,1184,587,Slag
./data/data_contrast_before/Image/Others/6054-007547-1.jpg,2379,287,2483,317,Slag
./data/data_contrast_before/Image/Others/6054-007639-A1R1-1.jpg,379,336,406,358,Porosity
./data/data_contrast_before/Image/Others/6054-007639-A1R1-1.jpg,5,260,37,288,Porosity
./data/data_contrast_before/Image/Others/6054-007713-1.jpg,1103,285,1163,317,Slag
./data/data_contrast_before/Image/Others/6054-007798-1.jpg,1199,229,1663,272,Slag
./data/data_contrast_before/Image/Others/6054-008548-1.jpg,1450,227,1530,262,Slag
./data/data_contrast_before/Image/Others/6054-009404-1.jpg,1832,447,2000,488,Slag
./data/data_contrast_before/Image/Others/6054-009404-1.jpg,2167,491,2270,556,Slag
./data/data_contrast_before/Image/Others/6054-010298-1.jpg,1374,256,1492,289,Slag
./data/data_contrast_before/Image/Others/6054-010610-1.jpg,1275,232,1394,258,Slag
./data/data_contrast_before/Image/Others/6054-010610-1.jpg,1575,227,2055,262,Slag
./data/data_contrast_before/Image/Others/6054-010610-3.jpg,777,228,1213,259,Slag
./data/data_contrast_before/Image/Others/6054-010653-1-2.jpg,776,206,1123,249,Slag
./data/data_contrast_before/Image/Others/6054-010653-1-2.jpg,1163,216,1177,232,Porosity
./data/data_contrast_before/Image/Others/6054-010877-1.jpg,1797,204,1962,237,Slag
./data/data_contrast_before/Image/Others/6054-010877-1.jpg,2434,240,2527,274,Slag
./data/data_contrast_before/Image/Others/6054-011273-1-1.jpg,1187,257,1320,279,Slag
./data/data_contrast_before/Image/Others/6054-011273-1-1.jpg,535,273,750,311,Others
./data/data_contrast_before/Image/Others/6054-011421-A1-1.jpg,1048,252,1426,290,Slag
./data/data_contrast_before/Image/Others/6054-011435-1.jpg,743,372,920,433,Slag
./data/data_contrast_before/Image/Others/6054-011435-A1-1-1-1.jpg,2820,129,2855,162,Porosity
./data/data_contrast_before/Image/Others/6054-011435-A1-1-1-1.jpg,1953,236,2044,265,Slag
./data/data_contrast_before/Image/Others/6054-011435-A1-1-1-1.jpg,640,310,764,348,Slag
./data/data_contrast_before/Image/Others/6054-011435-R1-1.jpg,726,278,1044,338,Slag
./data/data_contrast_before/Image/Others/6054-011497-1.jpg,1531,281,1630,332,Slag
./data/data_contrast_before/Image/Others/6054-011498-A1-1-1-1.jpg,1089,258,1417,302,Slag
./data/data_contrast_before/Image/Others/6054-011698-1.jpg,923,263,1837,335,Slag
./data/data_contrast_before/Image/Others/6054-011699-A1-1-1.jpg,1249,293,1343,318,Slag
./data/data_contrast_before/Image/Others/6054-011699-A1-1-1.jpg,1396,350,1580,394,Slag
./data/data_contrast_before/Image/Others/6054-011699-A1-1-1.jpg,1622,335,1873,392,Slag
./data/data_contrast_before/Image/Others/6054-011699-A1-1-1.jpg,2941,178,2968,199,Porosity
./data/data_contrast_before/Image/Others/6054-011699-A1-1-1.jpg,2042,274,2064,292,Porosity
./data/data_contrast_before/Image/Others/6054-011949-1.jpg,2272,186,2363,214,Slag
./data/data_contrast_before/Image/Others/6054-011950-1.jpg,1283,543,1455,586,Slag
./data/data_contrast_before/Image/Others/6054-011950-1.jpg,839,411,1575,456,Slag
./data/data_contrast_before/Image/Others/6054-012065-1-1.jpg,2122,326,2258,351,Slag
./data/data_contrast_before/Image/Others/6054-012065-1-1.jpg,2650,327,2836,362,Slag
./data/data_contrast_before/Image/Others/6054-012302-A1-1-1-1.jpg,2096,246,2205,285,Slag
./data/data_contrast_before/Image/Others/6054-015177-2-1.jpg,1787,278,1892,312,Slag
./data/data_contrast_before/Image/Others/6054-015514-1.jpg,1173,285,1273,331,Slag
./data/data_contrast_before/Image/Others/6054-015514-R1-1.jpg,1687,388,1799,418,Slag
./data/data_contrast_before/Image/Others/6054-015649-R1-1.jpg,745,146,826,173,Slag
./data/data_contrast_before/Image/Others/6054-017726-1.jpg,1018,300,1099,331,Slag
./data/data_contrast_before/Image/Others/6054-017726-1.jpg,1151,293,1254,324,Slag
./data/data_contrast_before/Image/Others/6054-018880-1.jpg,605,237,686,260,Slag
./data/data_contrast_before/Image/Others/6054-018880-1.jpg,822,244,1123,290,Slag
./data/data_contrast_before/Image/Others/6054-018880-1.jpg,1212,283,1265,303,Slag
./data/data_contrast_before/Image/Others/6054-018880-2.jpg,512,261,586,280,Slag
./data/data_contrast_before/Image/Others/6054-018880-2.jpg,244,246,494,269,Slag
./data/data_contrast_before/Image/Others/6054-018991-1.jpg,296,227,313,248,Porosity
./data/data_contrast_before/Image/Others/6054-018991-1.jpg,1041,189,1167,218,Slag
./data/data_contrast_before/Image/Others/6054-018991-2.jpg,374,211,494,236,Slag
./data/data_contrast_before/Image/Others/6054-019201-1.jpg,563,256,581,271,Porosity
./data/data_contrast_before/Image/Others/6054-019555-R1-1.jpg,1757,175,1879,224,Others
./data/data_contrast_before/Image/Others/6054-022175-3.jpg,1352,318,1528,340,Slag
./data/data_contrast_before/Image/Others/6054-022175-3.jpg,1749,311,1821,331,Slag
./data/data_contrast_before/Image/Others/6054-022178-1.jpg,1053,315,1155,350,Slag
./data/data_contrast_before/Image/Others/6054-022575-1.jpg,892,233,1210,268,Slag
./data/data_contrast_before/Image/Others/6054-022575-2.jpg,1609,176,1932,217,Slag
./data/data_contrast_before/Image/Others/6054-022575-2.jpg,854,177,1176,213,Slag
./data/data_contrast_before/Image/Others/6054-024079-1.jpg,2019,272,2213,307,Slag
./data/data_contrast_before/Image/Others/6054-024079-1.jpg,1529,292,1675,329,Slag
./data/data_contrast_before/Image/Others/6054-026594-1.jpg,1300,168,1402,196,Slag
./data/data_contrast_before/Image/Others/6054-026594-1.jpg,1634,171,1770,198,Slag
./data/data_contrast_before/Image/Others/6054-027483-1.jpg,838,290,952,316,Slag
./data/data_contrast_before/Image/Others/6054-027483-1.jpg,30,313,51,330,Porosity
./data/data_contrast_before/Image/Others/6054-029917-2.jpg,652,276,1399,336,Slag
./data/data_contrast_before/Image/Others/6054-030376-1.jpg,1742,225,1847,252,Slag
./data/data_contrast_before/Image/Others/6054-030376-1.jpg,1506,239,1660,271,Slag
./data/data_contrast_before/Image/Others/6054-030376-2.jpg,545,212,699,247,Slag
./data/data_contrast_before/Image/Others/6054-031127-1.jpg,2387,203,2440,238,Slag
./data/data_contrast_before/Image/Others/6054-031726-2-1.jpg,1747,319,2367,361,Slag
./data/data_contrast_before/Image/Others/6054-031726-2-1.jpg,2448,243,2919,280,Slag
./data/data_contrast_before/Image/Others/6054-031726-2-1.jpg,628,387,699,411,Slag
./data/data_contrast_before/Image/Others/6054-031823-1.jpg,891,220,1012,262,Slag
./data/data_contrast_before/Image/Others/6054-034736-1.jpg,458,258,564,285,Slag
./data/data_contrast_before/Image/Others/6054-034736-1.jpg,903,233,920,251,Porosity
./data/data_contrast_before/Image/Others/6054-035327-1.jpg,385,208,601,252,Slag
./data/data_contrast_before/Image/Others/6054-035503-1.jpg,1205,209,1290,239,Others
./data/data_contrast_before/Image/Others/6054-035503-1.jpg,1309,215,1383,247,Others
./data/data_contrast_before/Image/Others/6054-035503-1.jpg,1437,219,1491,232,Slag
./data/data_contrast_before/Image/Others/6054-035542-1.jpg,3136,422,3445,461,Slag
./data/data_contrast_before/Image/Others/6054-035542-2.jpg,615,439,901,477,Slag
./data/data_contrast_before/Image/Others/6054-035783-1.jpg,2869,388,3122,466,Slag
./data/data_contrast_before/Image/Others/6054-036285-1.jpg,540,177,773,219,Slag
./data/data_contrast_before/Image/Others/6054-036568-1.jpg,1067,176,1120,219,Others
./data/data_contrast_before/Image/Others/6054-036568-1.jpg,922,153,940,172,Porosity
./data/data_contrast_before/Image/Others/6054-036568-2.jpg,407,195,495,227,Others
./data/data_contrast_before/Image/Others/6054-037169-2.jpg,1754,289,2069,331,Slag
./data/data_contrast_before/Image/Others/6054-037169-2.jpg,2074,250,2441,306,Slag
./data/data_contrast_before/Image/Others/6054-037169-2.jpg,1611,313,1750,340,Slag
